,condition,review
71262,0,"""I started Harvoni on 2/23/15. I&#039;m on my 6th week. The side effects are headaches, brain fog, body ache, tiredness. My  first lab results I received on 4/1/15 my doctor read the report to me and it showed no detection of 
Hep C. I was so excited I hugged my doctor. I had Hep C for 30 years. I&#039;ve tried other treatments and they failed.When I started Harvoni on 2/23/15 my HepC levels were over ten million. I have 6 more weeks left to go with treatment. I&#039;m getting through this by pushing myself and being active, it&#039;s very hard but you have to push. That&#039;s how I&#039;m overcoming the side effects. Thank You Gilead, for making this drug possible and effective for a cure for Hep C."""
71264,1,"""It helps a lot to keep acid levels in check. I do get a sped up heartbeat about twice a year. Been on it for about 3 years."""
71641,1,"""I had issues every day before. Now, I have almost NO issues, and have noticed no side effects."""
71877,1,"""This worked better than the Ranitidine and almost worked completely, most days I have had no problems on this."""
71910,0,"""I felt that this medication worked wonders in the past.  This time it seems different.  The symptoms seemed gone after a night or so and then returned.  It is almost unbearable again.  The Dr. gave me several pills, so I might have to take another one tomorrow.  I sure hope this clears up.  I have heard you should not eat bread or carbs if you have a yeast infection.  Not sure though."""
72024,0,"""Have been on Abilify for two weeks and my personality has changed drastically. I went from being chilled out and quite okay on Seroquel and Effexor but wanted to try Abilify to combat weight gain. In the two weeks I&#039;ve been on it I&#039;ve swung from hypomanic to aggressive and downright selfish. I did things I wouldn&#039;t normally do that has hurt my relationship with my partner and I&#039;ve also been spending like crazy. Probably should stop but will consult psychiatrist first to see what she says."""
72107,1,"""Overall an exceptional medicine with perfect symptom control UNTIL I received the generic put out by a manufacturer in INDIA. Symptoms returned immediately, and pharmacy replaced the remaining pills immediately on reporting my experience. 

"""
72292,0,"""Works, but my 25mg dosage puts me out.
Usually only take 1/2 so I don&#039;t go to sleep.
Very effective."""
72293,0,"""I have been on mirtazipine for four years. It saved my life. I fall asleep within thirty minutes of taking the medication. I had anxiety with agoraphobia for five years, I can come and go as I please now. I am not able to lose weight, and I do have an appetite all the time it seems. Give yourself time to get used to the medication, and make sure you are taking enough of it. I had to take 60 mg at one time, I am now down to 45. Please do not drink alcohol, it will reverse the effects of the anti-anxiety, and alcohol is just not good for anxiety or depression ever. Good luck!"""
72620,1,"""This works and I mean immediately. I have found no other medicine that works as well."""
72757,0,"""I am a 17 year old high school student. I am very active, I play football, wrestle, and run track. I had always known that I wasn&#039;t stupid or anything, but I just didn&#039;t feel like applying myself. I started taking Vyvanse after the first marking period of grading my JR. I had 2 E&#039;s, 1 D-, 1 C, 1B  and 1A- (weight Lifting). So finally my mother took me to go get checked out and I was indeed ADHD. The first day I took it, I felt like I was on top of the world. I had turned in almost ALL makeup work, like I had to be doing something productive at all times. My next Grading Period Grades were all A&#039;s. My whole football team and wrestling team could not believe it. I felt so good about myself, I am on 70 mg because I burn a lot off."""
72784,0,"""I&#039;m a 56 yr old male and have been suffering from anxiety and panic attacks for the last 17 years. I was taking 1mg Xanax daily which worked beautifully. In Nov 2014, 2 yrs ago, I was told I could no longer be prescribed Xanax, not a good idea to take long term. So for the last two years I tapered off down to 0.5mg Xanax a week and used herbal remedy and alcohol. As my supply of Xanax was running down to only a couple of months supply it forced me to seek help and my doc prescribed Serta a sertaline drug.  Only started taking Sertaline 4 days ago and I m struggling with the increased daily anxiety 

I realise this is a long post so I&#039;ll come to the point. When will I feel the results and do I have to keep using the dose? Thanks"""
72910,1,"""Side effects increased over time, arrythmia, chest pain and muscle twitching."""
72914,0,"""I have now had my Kyleena for a full month. The Dr gave me 2 pills to dilate me the night before, and honestly that was worse than the insertion. I was sick all night and had HORRIBLE cramps, but the Dr said that is normal if you have not had kids because of how shut the cervix is. The insertion wasn&#039;t my favorite summer activity, but it definitely was bearable. I&#039;d say 2 minutes total with 3 sharp, deep pangs of pain lasting about 15 seconds each. Spotted for about 1 week and was severely bloated, constipated, and crampy. After that 1st week, everything went away and I have been feeling 100%. I feel great. I exercise regularly without pain. Minimal spotting. Minimal cramping only around my period, which was very light. Very pleased so far!"""
72984,0,"""Makes me extremely sleepy and light headed. Made  my neck feel so loose I could hardly hold my head up. Don&#039;t like how this makes me feel."""
73050,1,"""I have never in my life felt  so horrible than what I do now. I have taken this med for 4 days , I have been nauseous everyday,  diarrhea  and my stomach hurts gas etc... I can not believe this med would  make me feel this way when it is supposed to help.  Maybe some people  do well on it but I can not do this anymore. I feel worse than what I did  when I started  it. I will just go back to taking  my generic Famotidine  everyday. It works and works right away. I don&#039;t even care at this point that Famotidine  doesn&#039;t  heal, it just mask the symptoms. I don&#039;t care! I just know no more Nexium  for me .  It can all burn!! Like the feeling  I have in my stomach  right now from taking it. Thanks for letting  me give my honest review. G&#039;Day"""
